NUMERO RNA,NOM,OBJET,DATE DE RECONNAISSANCE D'UTILITE PUBLIQUE,DATE DE DERNIERE MODIFICATION STATUTAIRE,"ADRESSE
SIEGE SOCIAL",CP,VILLE
,SOCIETE FRANCAISE D'ANESTHESIE ET DE REANIMATION (SFAR),"L'étude, l'avancement et l'enseignement de l'Anesthésiologie, telle qu'elle est définie par l'ordre National des médecins d'anesthésie et réanimation.",15/07/1966,06/06/2002,,75700,PARIS
,SOCIETE FRANCAISE D'ARCHELOLOGIE POUR LA CONNAISSANCE ET LA CONSERVATION DES MONUMENTS HISTORIQUES,"Étudier les monuments anciens de la France, d'en assurer la conservation et de combattre les actes de vandalisme qui pourraient en entraîner la ruine ou en dénaturer le style et l'aspect.",14/08/1871,23/01/2012,"Palais de Chaillot
1, place du Trocadéro et du 11 Novembre",75191,PARIS
,SOCIETE FRANCAISE DE  MICROBIOLOGIE,Favoriser et développer les recherches fondamentales ou appliquées en microbiologie.,17/05/1993,"08/11/2016
28/07/2020","36, rue Jean-Moulin",75014,PARIS
,SOCIETE FRANCAISE DE BIENFAISANCE D'ANVERS,Secourir les français indigents dans la ville ou la province d'Anvers.,02/12/1914,,"142, rue de Rennes",75013,PARIS
,SOCIETE FRANCAISE DE BIOCHIMIE ET BIOLOGIE MOLECULAIRE,Contribuer au développement des études groupées sous le nom de Chimie Historique.,27/04/1933,28/01/1992,"4, avenue de l'Observatoire",75006,PARIS
,SOCIETE FRANCAISE DE BIOLOGIE CLINIQUE (SFBC),"Réunir les biologistes concernés par tous les aspects des méthodes et des explorations biologiques concourant à la prévention, au diagnostic, au pronostic et à la thérapeutique des affections.",25/01/1985,12/07/2013,,75001,PARIS
,SOCIETE FRANCAISE DE CERAMIQUE,Favoriser le développement et le progrès de l'industrie céramique.,02/01/1930,31/01/2003,"23, rue de Cronstadt",75015,PARIS 15
,SOCIETE FRANCAISE DE DERMATOLOGIE ET PATHOLOGIE SEXUELLEMENT TRANSMISSIBLE (SFDPST),"La promotion de la Dermatologie Française dans la communauté médicale et scientifique internationale ; le développement de lar recherche médicale clinique, clinico-biologique et fondamentale ; la promotion des actions de santé publique, de prévention et d’épidémiologie, ainsi que l’éducation sanitaire ; Le développement et l’amélioration de l’information en particulier par des actions de formation continue ; L’évaluation des soins et en particulier des innovations diagnostiques et thérapeutiques ; Toutes actions de développement et de recherche dans les domaines de la dermatologie et des infections Sexuellement Transmissible (IST)",12/01/1895,19/01/2018,10 Cité Malesherbes,75009,PARIS
,SOCIETE FRANCAISE DE GRAPHOLOGIE,Favoriser les progrès et la vulgarisation de la science graphologique.,04/02/1971,22/03/1983,"5, rue Las-Cases",75008,PARIS
,SOCIETE FRANCAISE DE LA CROIX- BLEUE ou « LA CROIX-BLEUE »,"Mener des actions de prévention contre l'alcoolisme et les addictions associées ; des actions d’accompagnement des personnes en difficulté qui veulent sortir de leur(s) addition(s) afin d’améliorer leur qualité de vie et celle de leur entourage, dans l’espérance d’une guérison possible.",02/08/1922,"14/02/2014
30/06/2020","189, rue Belliard",75015,PARIS
,SOCIETE FRANCAISE DE MEDECINE THERMALE HYDROLOGIE ET CLIMATOLOGIE MEDICALES,Développer et propager l'étude des eaux minérales,29/06/1888,05/10/2012,7 rue du Rouget de l'Isle,75001,PARIS
,SOCIETE FRANCAISE DE MINERALOGIE ET DE CRISTALLOGRAPHIE,Concourir au progrès de la minéralogie et de la cristallographie.,02/02/1886,12/01/1993,"4, place Jussieu
Tour 16 - Case 115",75006,PARIS CEDEX 05
,SOCIETE FRANCAISE DE MUSICOLOGIE,Encourager les progrès des études musicologiques en France.,07/06/1938,19/10/1993,"2, rue Louvois",75002,PARIS
,SOCIETE FRANCAISE DE NEUROLOGIE,Réunir en assemblées périodiques les médecins qui s'occupent de l'étude des maladies du système nerveux.,11/01/1921,11/01/2008,"47, boulevard de l'Hôpital",75013,PARIS
,SOCIETE FRANCAISE DE NUMISMATIQUE,"Étudier la numismatique et les sciences connexes; offrir aux numismates et aux archéologues les moyens d'étendre leurs relations, d'échanger leurs idées, de se tenir au courant des travaux de chacun et de se communiquer leurs découvertes.",04/01/1924,05/11/1998,"58, rue de Richelieu",75002,PARIS
,SOCIETE FRANCAISE DE NUTRITION (SFN),"L'association a pour objet de contribuer au progrès des connaissances en nutrition, notamment par la recherche, de promouvoir la nutrition dans tous ses domaines d'application : santé, agronomie, agro-alimentaire, environnement, social, économie.",01/10/2003,28/01/2013,16 rue Claude Bernard,75005,PARIS
,SOCIETE FRANCAISE DE PHOTOBIOLOGIE,"Appliquer les nouvelles découvertes dans le domaine des radiations et poursuivre tant par le traitement direct des malades que par des recherches scientifiques, la mise au point de l'actinothérapie et les progrès de la polyradiothérapie.",16/05/1929,14/09/1957,"57, boulevard du Montparnasse",75011,PARIS
,SOCIETE FRANCAISE DE PHOTOGRAPHIE,Concourir aux progrès scientifiques et artistiques de la photographie et de ses applications.,01/12/1982,11/05/2004,"71, rue de Richelieu   Bat- LOUVOIS",75058,PARIS
,SOCIETE FRANCAISE DE PHYSIQUE,Contribuer au développement et au rayonnement de la physique en France.,15/01/1881,08/11/1991,,75008,PARIS
,SOCIETE FRANCAISE DE SANTE PUBLIQUE,"Elle a pour objet toutes les questions se rapportant à la santé publique.
À caractère scientifique et professionnel, la Société est ouverte à toutes les personnes physiques et morales qui, par leurs titres, leurs travaux ou leur compétence spéciale, sont capables d’apporter un concours efficace à l’étude de la santé publique et à ses applications.
Elle a pour but notamment :
- d’encourager et de faciliter les recherches et les travaux relatifs à la santé publique,
- de faire périodiquement le point des connaissances acquises dans ces domaines, de contribuer à leur diffusion et de veiller à leur mise en œuvre tant au niveau local, que national ou international,
- de favoriser et de contribuer au débat public en apportant un éclairage basé sur les connaissances scientifiques, les expériences, les savoir-faire et l’expérience professionnelle de ses membres,
- de contribuer au développement professionnel continu des intervenants en santé publique, qui comprend la formation continue et l'analyse des pratiques professionnelles.",08/03/1900,25/05/2016,"1, rue de la forêt",54520,LAXOU
,SOCIETE FRANCAISE DE STATISTIQUE (SFDS),"Promouvoir l'utilisation de la statistique & ses développements méthodologiques, assurer la représentation des pratiquants, enseignants et chercheurs, coopérer avec les organisations concernées.",03/12/1998,,"11, rue Pierre et Marie Curie",75009,PARIS CEDEX 05
,SOCIETE FRANCAISE DES ARCHITECTES (SFA),Défendre les intérêts généraux et la dignité de la profession d'architecte; encourager  et récompenser les hautes études d'architecture au point de vue artistique et professionnel.,30/03/1915,20/12/1977,"247, rue Saint Jacques",75005,PARIS
,SOCIETE FRANCAISE DES INGENIEURS D'OUTRE-MER,Former des relations amicales et  servir de lien entre les ingénieurs français exerçant ou ayant exercé leur profession à l'extérieur de la France.,16/02/1910,27/08/1970,"11, rue Tronchet",75005,PARIS
,SOCIETE FRANCAISE D'HISTOIRE DE LA MEDECINE,"Étudier l'histoire de la médecine et des sciences qui s'y rattachent, considérées aux divers points de vue de l'évolution des doctrines et des institutions, de la biographie et des recherches documentaires.",11/04/1973,10/07/2002,"12, rue de l'école de Médecine",75006,PARIS
,SOCIETE FRANCAISE D'IMMUNOLOGIE,"Encourager, promouvoir et réaliser toute action pouvant favoriser le développement d' Immunologie.",15/02/1978,,"28, rue du Docteur Roux",75015,PARIS
,SOCIETE FRANCAISE D'ODONTOLOGIE PEDIATRIQUE,Développement et l'avancement de la pédodontie.,21/10/1970,28/09/2000,"1, rue de Pixericourt",75020,PARIS
,SOCIETE FRANCAISE D'OPHTALMOLOGIE (SFO),"L’Association, dite « Société Française d’Ophtalmologie », fondée en 1883, a pour but l’étude de toutes questions ayant trait à l’appareil visuel et aux maladies des yeux, ainsi que l’organisation de la Formation Médicale Continue et l’Évaluation des Pratiques Professionnelles, intégrées dans le Développement Professionnel Continu, à destination des médecins libéraux et hospitaliers.",13/07/1927,09/06/2016,"17, Villa d'Alésia",75014,PARIS
,SOCIETE FRANCAISE D'ORTHOPEDIE DENTO-FACIALE,"L'Association a pour but, l'avancement de l'orthopédie dento-faciale en France et dans le monde, la formation continue, le perfectionnement de ses membres dans cette discipline, l'aide à la recherche dans le domaine de l'orthopédie dento-faciale.",10/01/2005,,"10, rue Déodat de Séverac",75017,PARIS
,SOCIETE FRANCAISE DU CANCER,Étudier le cancer et chercher les moyens de le combattre.,12/07/1918,17/09/1984,"1, avenue Claude Vellefaux",75010,PARIS
,SOCIETE FRANCAISE DU VIDE,"Grouper les personnes physiques et morales s'intéressant à la science, à la technique et aux applications du vide dans le but de les faire progresser par leur action commune.",30/05/1957,04/03/2016,"19, rue du renard",75004,PARIS
,SOCIETE GENERALE DES PRISONS ET DE LA LEGISLATION CRIMINELLE,L'étude de la science pénitentiaire et de toutes les questions concernant le droit pénal et la procédure criminelle.,23/04/1889,19/11/1998,"15, rue d'Assas",75006,PARIS
,SOCIETE GEOLOGIQUE DE FRANCE,Concourir à l'avancement de la géologie en général et particulièrement de faire connaître le sol de la France tant en lui même que dans ses rapports avec les arts industriels et l'agriculture.,03/04/1832,25/09/2008,"77, rue Claude Bernard",75005,PARIS
,SOCIETE GEOLOGIQUE DE NORMANDIE ET DES AMIS DU MUSEUM DU HAVRE,"Promouvoir l'étude, la recherche et l'éducation populaire dans les domaines des sciences de la terre, de la vie et de l'archéologie.",11/11/1892,29/09/1975,Place du vieux marché,76600,LE HAVRE
,SOCIETE HAVRAISE DE PROTECTION DES ANIMAUX,Améliorer le sort des animaux par tous les moyens qui sont en son pouvoir.,05/12/1972,,"75, rue du Président Wilson",76620,LE HAVRE
,SOCIETE HAVRAISE D'ETUDES DIVERSES,"Contribuer au progrès de la morale, des sciences, de la littérature, du commerce, de l'industrie, de l'agriculture et des beaux-arts.",30/12/1865,,"55, rue du 329RI",76600,LE HAVRE
W391000121,SOCIETE HIPPIQUE DE DOLE,"Amélioration des espèces chevaline, asine et bovine.",29/07/1893,,"Centre équiestre de la forêt de chasse - 216, rue du Bizard",30106,DOLE CEDEX
,SOCIETE HIPPIQUE FRANCAISE,Encourager la production et  favoriser l'emploi du cheval de service français.,16/10/1866,21/06/2010,"16, avenue de la Bourdonnais",75007,PARIS
,SOCIETE HISTORIQUE DE COMPIEGNE,"Étude de l'histoire des antiquités et des arts mais plus spécialement dans le cadre de ses recherches, ce qui se rapporte à Compiègne et à la région environnante.",15/03/1895,10/07/1991,"4, rue de la sous-préfecture",60200,COMPIEGNE CEDEX
,SOCIETE HISTORIQUE ET ARCHEO DE PONTOISE DU VAL D'OISE ET DU VEXIN,"Études, recherches et publications concernant l'histoire et l'archéologie de cette région.",13/08/1918,26/05/1998,"43, rue de la Roche",95300,PONTOISE
,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LANGRES,Recueillir et publier les documents historiques qui ont rapport à la ville de Langres et au département de la Haute-Marne.,24/12/1859,,B.P.104,52204,LANGRES  CEDEX
W335000112,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE LIBOURNE,Assurer la conservation des antiquités  se rattachant à la région du Libournais.,21/11/1960,10/05/1977,"Musée Robin - 32, rue Thiers - BP 175",33501,LIBOURNE CEDEX
,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DE L'ORNE,Publier des documents et travaux inédits relatif  à l'histoire et à l'archéologie du territoire actuellement compris dans le département de l'Orne.,02/12/1914,13/03/1961,"10, avenue de Basingstoke",61000,ALENÇON
W243001399,SOCIETE HISTORIQUE ET ARCHEOLOGIQUE DU PERIGORD,"Culturel,  éducatif, utilitaire à la recherche, l’étude et la sauvegarde des sites et de leur environnement, des monuments, des documents et des objets de tous âges intéressant le Périgord et le département de la Dordogne.",19/04/1886,25/07/1996,"16-18, rue du Plantier",24000,PERIGUEUX
,SOCIETE HISTORIQUE ET LITTERAIRE POLONAISE,"Favoriser le développement des études historiques, de la littérature et de l'art polonais.",10/06/1866,27/07/1977,"6, quai d'Orléans",75009,PARIS
W192001835,SOCIETE HISTORIQUE ET REGIONALISTE DU BAS-LIMOUSIN,"Étudier le passé de notre province, rechercher, conserver les documents anciens intéressant l'histoire de la région, la développer au point de vue touristique.",12/11/1976,23/02/1979,"13, place municipale",19000,TULLE
W024000401,SOCIETE HISTORIQUE REGIONALE DE VILLERS COTTERETS,"Recherche, l’étude et la diffusion de tout ce qui se rattache, au point de vue historique et archéologique, à la ville de Villers-Cotterêts et à ses environs.",25/09/1916,28/06/2005,"24, rue Demoustier",02600,VILLERS-COTTERETS
W103001022,SOCIETE HORTICOLE VIGNERONNE ET FORESTIERE DE L'AUBE,Promouvoir la vulgarisation des pratiques rationnelles de l’horticulture et de l’arboriculture,06/11/1893,24/01/2011,"125, avenue Robert Schumann",10000,TROYES
,SOCIETE HUMAINE ET DES NAUFRAGES,"Contribuer à la sauvegarde de la vie humaine en péril sur la mer ainsi qu'à la prévention des risques de naufrage de tous navires et embarcations de commerce, de pêche ou de plaisance.",26/11/1897,,Jetée Est,62200,BOULOGNE SUR MER
,SOCIETE INDUSTRIELLE DE L'EST,Développement et prospérité de l'industrie et du commerce de la région de l'Est.,08/12/1910,07/05/1976,"8, rue Alfred Kastler MAXEVILLE",54524,LAXOU CEDEX
,SOCIETE INDUSTRIELLE DE MULHOUSE,Avancement et propagation de l'industrie par la réunion sur un point central d'un grand nombre d'éléments d'instruction par la communication des découvertes et des faits remarquables.,20/04/1832,22/04/1960,"10, rue de la bourse",68100,MULHOUSE
,SOCIETE INDUSTRIELLE DE NANTES,"Prendre sous son patronage les enfants des ouvriers pauvres, leur distribuer des secours, les entretenir aux écoles primaires et pourvoir ensuite à leur apprentissage.",21/05/1845,,"8, rue de la Maison Blanche",44100,NANTES
,SOCIETE INDUSTRIELLE DE ROUEN,Seconder le progrès industriel et entretenir entre ses membres des rapports de confraternité et d'appui mutuel.,18/07/1878,05/11/1951,"58, rue Méridienne",76520,ROUEN
,SOCIETE INDUSTRIELLE D'ELBEUF,"Se donne pour objet le progrès de l'industrie et du commerce, l'encouragement des sciences et des arts et le développement des intérêts moraux du pays.",23/01/1864,02/10/1970,"28, rue Henry",76232,ELBEUF
,SOCIETE INDUSTRIELLE DU NORD DE LA FRANCE,Encourager et faire progresser l'industrie et le commerce.,12/08/1874,,"2, place du Théâtre
BP 67",59028,LILLE CEDEX
W023001705,SOCIETE INDUSTRIELLE ET COMMERCIALE DE L'AISNE,"Promouvoir le progrès économique, social et culturel en particulier par le développement et le perfectionnement de la formation professionnelle.",23/11/1876,29/05/1968,rue Jean Papillon - BP 278,02106,SAINT-QUENTIN CEDEX
,SOCIETE INFORMATIQUE DE France,"Favoriser le développement de l’enseignement et de la recherche en informatique, développer les échanges entre les établissement d’enseignement de l’informatique, les organismes  et laboratoires de recherche et le monde socio-économique",04/09/2018,,11 rue Pierre et Marie Curie,75005,PARIS
W343019078,SOCIETE LANGUEDOCIENNE DE GEOGRAPHIE,Encourager par tous les moyens possibles la vulgarisation et le développement des études géographiques.,25/11/1889,,,34032,MONTPELLIER
W273003967,SOCIETE LIBRE D'AGRICULTURE SCIENCES ARTS BELLES LETTRES DU DEPART DE L'EURE,Instituée pour la propagation des connaissances humaines et l'application des découvertes scientifiques aux procédés de l'agriculture et de l'industrie.,11/06/1832,,"2, rue de Verdun",27025,EVREUX
